review,Sentiment
"""Stupid game I just waste my time on this  I suggest you to not download this game , too much ads also""",Negative
"I just hate this app it's dum for a reason I have not been able to get a chance for any thing!!! your stupid ahh! I am so clever and you and your family is DUM!!! Get it you idiot, I'm going to get this app of my tablet!!! Shut up!",Negative
Absolutely usless app. Dont download and waste your time,Negative
Absolutely usless app,Negative
Dont download and waste your time,Negative
Beauty makeup editor is my life I love this alot I want to rate 88 million time and 5000 stars,Positive
This app is awesome,Positive
Need some more features,Feature Suggestion
THIS APP IS AMASSING BUT I HATE ADS ANYWAY THIS IS AMMASSING,Neutral
Not good at alll,Negative
Nice not bad,Neutral
Most worst app ever used,Negative
Not bad,Neutral
Add the eye brows,Feature Suggestion
This is truly no gd!!!,Negative
i loved it but plzz tell me how i blur background like dslr camera,Question
Not bad,Neutral
Best photo Editor,Positive
It must show the interior and exterior in 360 degree. This thing is what I am missing in this app.,Feature Suggestion
Cardekho is the best app to compare all the cars at a glance.,Positive
Best app when u are planning to buy a new or a 2nd hand car and the best thing about the app is their 360 degree view of car from inside as well as outside.,Positive
App crashing while uploading photos or entering details about used car. The location box is very slow. App is either crashing or hangs frequently. Even the car listing doesn't shows at once.,Crash Report
"""Useful aap with lots of information, fastest update, easy to use more than 7years I'm using it""",Positive
"Very systematic and arranged! Very easy to compare cars and get their granular details,Go for it !",Positive
"""It does not rotate the photo, you put the option to rotate the photo in the new upgrade version.""",Feature Suggestion
In my it is one of the best platform to know almost every bit information about your desired car.,Positive
"""In some car models u should add 360 degree view, interior and exterior view this is very important....""",Feature Suggestion
"""Great app, 360 degree is great even the on road prices city wise are credible.""",Positive
Good Request the app team to include car parts details and selling details in online through this app thus this app could be more compact and helping,Feature Suggestion
Good for reference but at many places information is missing. Overall Excellent,Neutral
 Overall Excellent,Positive
The best app to explore and find out every details for any car we want. Thank you team cardekho for providing tons of useful data and information about any car of our choice.,Positive
The best app to explore and find out every details for any car we want,Positive
It's a very good app to buy and will get all the information of each and every brand u want very easy and freindly app.,Positive
"""Excellent, but it should improve more by,for example like , showing the seen of converting roof of different convertible cars, etc.......""",Feature Suggestion
"""Love the application, it's simple and very informative""",Positive
Why don't you guys update bs6 specifications of cars properly ? For example Nexon bs6 petrol engin's power is now 120 ps but the app still showing the older specifications. Why ?,Question
Very good app Giving all information & comparison about cars,Positive
Very good app for increasing our knowledge of cars. It is much better than others,Positive
